,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
41,PCT/CN2009/072537,WO2011/000150,30-06-2009,A medicinal composition for the treatment of Bronchitis and preparation thereof ,"Hebei Yiling Medicine Research Institute Co., Ltd.


",Company,China," Wu , Yiling, ZHANG, Yongfeng, XU, Honghui, LI, Xiaoyan, JI, Xueli, WU, Xiaoli, WANG, Chao, LI, Yunpeng, WANG, Meng

",China,Has a good therapeutic efficacy on bronchitis.,"The pharmaceutical composition is in a dosage form of hard capsule, tablet, powder, oral liquid, soft capsule, pill, tincture, syrup, suppository, gel, spray, or injection.","Pericarpium Citri, Rhizoma Pinelliae, Radix Asteris, Flos Farfarae, Poria, Rhizoma Atractylodis Macrocephalae, Semen Armeniacae Amarum, Fructus Perillae, Semen Sinapis Albae, Radix Scutellariae, Ramulus Cinnamomi, Seme Raphani, Fructus Forsythiae, Herba Houttuyniae, and Radix Glycyrrhizae",Bronchitis,Y,-,06.01.2011 ,"A61K 36/8888 , A61K 36/78,A61K 36/752,  A61K 36/736 ,A61K 36/634  ,A61K 36/54,A61K 36/539 ,A61K 36/535 ,A61K 36/484 , A61K 36/31 ,A61K 36/284  ,A61K 36/28 ,A61K 36/076  A61P 11/06 ,A61P 11/08  ,A61K 36/73 ,A61K 36/888 , A61K 36/185 "
42,PCT/IB2010/001722,WO2011/001283,01-06-2011,Composition and method for reducing food intake ," Natures Remedies Ltd.


",Company,United Kingdom,"Halford , Jason, Christian Grovenor, JARMAN, Trevor, Rodney
",United Kingdom,High metabolic rate,Food supplement,"Buchu,ginseng,kola,guarana,paraguay,damiana",Suppressing appetite,Y,25.10.2017,09.05.2012,"A61K 31/733  ,A61K 36/77 ,A61K 36/185  ,A61P 3/04 ,A61K 36/258 "
43,PCT/CN2010/000983,WO2011/000218,30-06-2010,Compositions containing berberine or analogs thereof for treating Rosacea or Red face related skin disorders ," Derman Biomedicine Co. Ltd.



",Company,Taiwan," Hung , Shuen-lu, CHUNG, Wen-Hung, CHANG, Tse-Wen",Taiwan,Effective and simple ,Topical formulation are applied on the lesion,"Chinese goldthread,Fibrarurea Tinctoria Lour",Rosacea or red face related skin disorders ,Y,14.09.2016,06.01.2011,"A61K 31/4375,  A61K 9/00 ,A61K 9/06  ,A61K 9/08 ,A61P 17/00 , A61P 17/06 ,A61P 17/08 , A61K 45/06 "
44,12000319.9,EP000002443938A2,19-02-2009,A soluble coffee beverage and method of making same,"Starbucks Corporation d.b.a Starbuck  Coffee Company



",Company,United states,"Robinson, Urano A, Da Cruz, Marcio J.",United states,"Good taste,odor of beverage ",Beverages,Coffee extract ,-,Y,-,25.04.2012,"A23F 5/40, A23F 5/46"
45,PCT/KR2010/003530,WO2010/140832,06-01-2010,Pharmaceutical composition containing herbal extract for preventing or treating Nephritis ,"Ahn-Gook Pharmaceutical Co., Ltd.

",Company,Korea," Auh, Jin, KIM, Chang-Hwan, HAN, Chang-Kyun, YEON, Sung-Hum, CHOE, Seung-In, SHIN, Young-June, HAN, Dong-Oh, CHANG, Soo-Im, LEE, Ji-Hye, LEE, Jun-Seok, KWAK, Ho-ung,MOON, Hyo-Jin, LEE, Jong-Wook, KIM, Sung-Min Suwon-si
",Korea,"Composition consist of natural components ,no side effects",Pharmaceutical composition is in form of extract,"Crataegus oxyacantha, Cinnamomum cassia Blume, Prunella vulgaris and Equiseti Herba",Nephritis,Y,22.02.2017,09.12.2010,"A61K 36/73,  A61P 13/12 ,A61K 36/54 , A61K 36/734 ,A61K 36/11 , A61K 36/536 "
46,PCT/IN2010/000359,WO2010/140165,12-09-2010,A Novel Antidiabetic Furostanolic Saponin Rich  (FSR) fraction from fenugreek seeds ," Goel, Kumar Pawan

",Individual,India," Goel, Kumar Pawan
",India,Controlling glucose level,Two weeks of oral treatment,Fenugreek,Diabetic,N,21.10.2015,28.05.2010,"A61K 36/48 , A61P 3/10 "
47,PCT/JP2010/051701,WO2010/109961,02-05-2010,Burdock fruit extract containing arctigenin at high content and process for producing same ," Kracie Pharma  Ltd, National Cancer Center, National University Corporation University Of Toyama


","Company,Research Organisation",Japan,"Yamamoto  Keiichi, OKUBO Toshiki, YOMODA Satoshi, ESUMI Hiroyasu, MIYOSHI Chika, KADOTA Shigetoshi
",Japan,Contains natural components,Hard capsule or soft capsule.,Burdock,Pancreatic cancer,Y,-,30.09.2010,"A61K 36/28 ,A61K 9/14,A61K 9/19, A61K 31/365,A61K 47/36, A61P 1/18,A61P 35/00, C07D 307/33"
48,PCT/IB2010/000687,WO2010/109318A1,26-03-2010,Herbal extract of Casia tora leaves for use in the treatment of anxiety disorders,"Council of Scientific & Industrial Research


",Research Organisation,India,"Rathod , Meena, Rajnikant, SHETHIA, Bhupendra, Dhanvantrai,PANDYA jayant, Batukrai, DODIYA, Prakash, Jagjivanbhai, PALIT, Gautam, CHATTERJEE, Manavi, GUPTA Shibani, Sen, AGARWAL, Ashok, Kumar, KHANNA, Vinay, Kumar
",India,Composition of the raw materials used ,Herbal extract, Casia tora,Anxiety disorders ,Y,29.01.2014,30.09.2010,"A61K 36/482 , A61P 25/22 "
49,PCT/CN2009/000134,WO2010/088786,02-06-2009,Herbal composition having cox-2 and Immune activites and preparation method thereof ,"Lin, Xiuying, Mou, Linxiang



",Individual,China," Lin, Xiuying, Mou, Linxiang",China,Composition of the raw materials used ,Powder, Labiatae,Immune activites,N,-,12.08.2010,"A61K 36/53, A61K 9/06,A61K 9/08, A61K 9/14,A61K 9/48 ,A61P 1/16,A61P 13/12 ,A61P 29/00,A61P 37/00 ,A61P 37/02,A61K 125/00"
50,PCT/IN2009/000324,WO2010/100652 ,06-05-2009,Ayurvedic formulation for treating coronary heart disease ,"Sharma, Anurag


",Individual,India," Dubey , G.P, RAJAMANICKMAN, G.V.
",India,Composition of the raw materials used ,A herbal formulation is caspulated or is form of syrup,"Commiphora mukul, Terminalia arjuna, Inula recemosa and Hippophae rhamonoides",Coronary heart disease ,Y,07.09.2016,10.09.2010,"A61K 36/328 , A61K 36/28 ,A61K 36/72 , A61K 36/185 ,A61P 9/00 "
51,PCT/US2009/059389,WO2010/040058,10-02-2009,Methods and formulations for treating Chronic liver disease," Zabrecky, George
",Individual,United States," Zabrecky, George Ridgefield",United States,Antioxidant formulations to treat the disease,Incorporating the formulation into food to be consumed," Salvia miltiorrhiza,Schisandra chinensis, Ganoderma lucidum,Picrorhiza kurroa", Chronic liver disease,N,02.12.2015,08.04.2010,"A61P 1/16 ,A61K 36/537 "
52,PCT/IB2009/053370,WO2010/023572,08-04-2009,Herbal extract as sensitivity enhancer towards Insulin and Antidiabetes ," PT. Dexa Medica


",Company,Indonesia,"Tijandrawinata, Raymond, R, SINAMBELA, James, M., Wulan, Deasy Diah Dwi Retno, MAYASARI, Olivia, PUSPASARI, Melissa
",Indonesia,Synergistically to strengthen pharmacological effect,"supplement, food, or beverage"," Lagerstroemia speciosa, Cinnamomum burmannii.",Insulin and antidiabetes,Y,04.05.2016,04.03.2010,"A61P 3/10,A61K 36/54 ,A61K 36/185 ,A61P 5/50 "
53,PCT/IN2009/000510,WO2010/032267,17-09-2009,A Herbal formulation for prevention and treatment of Diabetes and Associated complication ," Innoveda Biological Solutions (P) Ltd.

 ",Company,India,"Krishnan , G. Geetha,Patparganj",India,Composition of the raw material, tablets or capsules or granules or syrups or herbal health drink or inhalable herbal medicinal preparations or ocular preparations or transdermal absorbable preparations such as ointments / gels or injectable medicine.,"Emblica officinalis Gaertn. of the Euphorbiaceae Family, Species of herbs of the Genus Salacia of the of the Celastraceae family, Species Strychnos potatorum L. f. of the Strychnaceae family, Species Vetiveria zizanioides (L.) Nash of the Poaceae family, Species Curcuma longa L. of the Zingiberaceae family, Species of herbs of the Genus Aerva of the Amaranthaceae family, Species of herbs of the Genus Biophytum of the Oxalidaceae family, Species of herbs of the Genus Syzygium of the Myrtaceae family, Species Mangifera indica L. of the Anacardiaceae family, Species of herbs of the Genus Cyclea and/or the Genus Cissampelos of the Menispermaceae family, Species of herbs of the Genus Embelia of the Myrsinaceae family, Species of herbs of the Genus Cyperus of the Cyperaceae family, Species Terminalia chebula (Gaertn.) Retz. of the Combretaceae family, Species Centella asiatica (L.) Urban of the Apiaceae family and/or the Species Strychnos nux-vomica L. of the Strychnaceae family and/or the Species Butea frondosa Koen. ex Roxb. of the Papilionaceae family and/or the Species Acacia catechu (L.f.) WiIId. of the Mimosaceae family, Species Coscinium fenestratum (Gaertn.) Colebr. of the Menispermaceae family and/or the Species of herbs of the Genus Berberis of the Berberidaceae family, and species of herbs of the Genus Zizyphus of the Rhamnaceae family.",Diabetes,Y,05.08.2015,25.03.2010,"A61K 36/47 ,A61K 36/23 ,A61K 36/89 , A61K 36/37 ,A61K 36/48,  A61K 36/906 ,A61K 36/29, A61K 36/22 ,A61K 36/72,  A61K 36/59 ,A61K 36/899 "
54,10012348.8,EP000002324821A1,26-02-2002,Oral care compositions,Axiomedic Ltd.,Company,Gibraltar,"Domb, Avraham J,Wolnerman, Joseph Simcha",Israel,Therapeutically effective,"bioactive herb extracts, tinctures, essential oils","Gotu Kola, Echinacea, Salvia offinc., Hypericum, Myrrah, Camphoria, Uncaria, Elder, Plantago, Baptisia, Calendula, Phytolaca, Catechu black, Coneflower, Krameria, Tsuga, grape  extract, Rosmarinus, Styrax, Crataegus, Glycerrhiza, Angelica, Krameria, Matricaria, Mallow, Propolis, Sage, Barberine from hydrastis canadensis L. and other berberidaccae plant family, gentian from the gentianaceae family of plants, monoterpenes of three unsaturations, Taraxacum extract, Lonicera flower extract, Scutellaria  extract, Gardenia  extract, Pulsatilla extract, Pueraria  extract, Radix gentianae Longdancao",Oral mucosal tissue,Y,-,25.05.2011,A61K 9/00
55,9176301.1,EP000002324718B1,18-11-2009,Health tea and method for preparing the same,"Jang, Young-Sam",Individual,Korea,"Jang, Young-Sam",Korea,Economically feasible costs,Orally administered in form of tea,"Acanthopanax sessiliflorum, Cervi cornu, garlic, Cassia tora L., Rehmannia glutinosa, Cornus officinalis, Ganoderma lucidum, Schizandra chinensis Baill, Zizyphus jujuba var and Chinese yam", Chronic fatigue,N,21.03.2012,25.05.2011,A23F3/34
56,9176301.1,EP000002324718A1,18-11-2009,Health tea and method for preparing the same,"Jang, Young-Sam",Individual,Korea,"Jang, Young-Sam",Korea,Economically feasible costs,Orally administered in form of tea,"Acanthopanax sessiliflorum, Cervi cornu, garlic, Cassia tora L., Rehmannia glutinosa, Cornus officinalis, Ganoderma lucidum, Schizandra chinensis Baill, Zizyphus jujuba var and Chinese yam", Chronic fatigue,N,-,25.05.2011,A23F 3/34
57,PCT/KR2009/004346,WO2010/016711 ,08-04-2009,Aroma therapy patch ,"Nirapharm Co., Ltd.



",Company,Korea,"Joo, Hyun-Wook,BAEK, Sun-Min",Korea, Inexpensive and convenient manner.,Patch,-,-,Y,-,11.02.2010,A61K 9/70 
58,PCT/US2009/050661,WO2010/011541,15-07-2009,Topical Anti-Inflammatory combination ," Izun Pharmaceuticals Corporation
",Company,United States ," Levine , William, Zev, SAFFER, Aron, Jay,NUSSBAUM, Gabriel
",Israel,Composition of the raw material,"Periodically applying  lotion, gel, cream, ointment","Sambucus nigra, Centella asiatica or Echinacea purpurea",Anti -inflammatory ,Y,22.04.2015,28.01.2010,"A61K 36/35 ,A61P 17/00 ,A61K 36/23,  A61K 36/28,A61K 31/14  ,A61K 9/70 ,A61K 36/82  ,A61K 9/00,A61K 47/18 "
59,PCT/KR2009/003403,WO2009/157712,24-06-2009,"Crude drug composition for Cartilage regeneration , Pain suppression, and Edema suppression "," Viromed Co., Ltd.",Company,Korea," Kim, Sun Young, KIM, Seon-Hee",Korea,"Valuable medicine, a health-promoting food,  free from side effects such as toxicity",Food supplement ,"Amaranthaceae, Acanthopanax, cinnamon bark, Radix Gentianae Macrophyllae, Radix Clematidis, Angelicae Gigantis radix, Cnidium officinale, Gastrodia elata, safflower, Phlomis umbrosa, and Ledebouriella seseloides","Cartilage regeneration , pain suppression and edema suppression ",Y,25.05.2016,30.12.2009,"A61K 36/732  ,A61P 19/02"
60,PCT/KR2009/003403,WO2009/157712,24-06-2009,"Crude drug composition for Cartilage regeneration , Pain suppression, and Edema suppression "," Viromed Co., Ltd.",Company,Korea," Kim, Sun Young, KIM, Seon-Hee",Korea,"Valuable medicine, a health-promoting food,  free from side effects such as toxicity",Food supplement ,"Amaranthaceae, Acanthopanax, cinnamon bark, Radix Gentianae Macrophyllae, Radix Clematidis, Angelicae Gigantis radix, Cnidium officinale, Gastrodia elata, safflower, Phlomis umbrosa, and Ledebouriella seseloides","Cartilage regeneration , pain suppression and edema suppression ",Y,-,30.12.2009,A61K 36/732
61,PCT/KR2008/006545,WO2009/133998,11-06-2008,Medicinal Plants extracts using processing of herbal medicine and Composition of skin external application comprising the same ,Amorepacific Corporation,Company,Korea,"Park , Jun Seong, PARK, Hye Yoon, KIM, Dong Hyun, MOON, Eun Jeong, CHUNG, Ji Hye,Lee, Jae Kyoung, KIM, Duck Hee, KIM, Han Kon,",Korea,To provide a cosmetic composition ,Externally applied ,"Terminalia chebula Retz , Pueraria , Angelica koreana, Chrysanthemum indicum, Rehmanniae radix, Rhus verniciflua Stokes, licorice, dried ginger, Pharbitidis semen, Cassiae semen, Meliae cortex, Angelica tenuissima, Sophora flavescens, Caragana chamlagu, Trichosanthes semen, Lycii fructus, Agastache rugosa, Selaginella involvens, Citrus , Lonicera japonica , Chrysanthemum zawadskii, Chrysanthemum indicum, Platycodon grandiflorum, Cudrania tricuspidata, Raphani semen, Arisaema amurense, Cervi cornus colla, Phaseolus aureus, antler velvet, Trapa japonica , Brassica rapa, Angelica acutiloba, Citrus grandis osbeck, Circium japonicum, Glycine semen germinatum, Datura stramonium, Zizyphus jujuba, Dae-cheong-chow, Rheum undulatum, Persicae semen, Aralia continentalis Kitagawa, Cordyceps militaris, Eucommiae cortex, Ephedra sinica, Portulaca oleracea, Rhododendron brachycarpum, Codonopsis pilosulae radix, malt, Liriopis , Chaenomeles Sinensis , Akebiae caulis, Saussurea lappa, Mui, Moutan cortex radicis, Mentha arvevsis, Bang-pung, Pinellia ternata, Chinese cabbage, Bak-gul-chae, Pulsatilla Koreana , Cynanchi radix, Bletilla striata , Santalum album, Ampelopsis japonica , white Poria cocos, Aconitum koreanum, Thujae orientalis semen, Hedyotis diffusa, Paeonia japonica, Angelica dahurica , Atractylodes macrocephala rhizome, Rubus coreanus , Poria cocos, Arecae pericarpium, Aconiti radix, Allium tuberosum, Ostericum sieboldii, borneol, Sa-kwa-rak, Adenophorae radix, wild ginseng radix, Crataegus pinnatifida , Cornus officianalis , Dioscorea rhizoma , Zizyphi spinosi semen, Gardenia fructus, Saururus chinensis, Atractylodes japonica Koidzumi, Sang- gi-saeng, Mori cortex radicis, Dichroa febrifuga, Morus alba , Abrus precatorius, ginger, Rhizoma acori graminei, Agrimonia pilosa ledebour, Seol-kyun-cho, Asarum sieboldi, Perilla frutescens var. acuta, Pinus densiflora, Jasminum floridum , Anethum graveolens, Euphorbia lathyris , Dipsacus asper, Tricholoma matsutake, Cimicifuga heracleifolia, Bupleurum falcatum, Massa medicata fermentata , Artemisia , Yakssuk, Lespedeza cuneata, Polygonum multiflorum , Houttuynia cordata, Forsythia , Nelumbinis semen, Nelumbo nucifera , Litchi chinensis, Papaver somniferum , Ganoderma lucidum, Aconitum carmichaeli, Acanthopanax sessiliflorus , Schizandra chinensis , Chinensis Galla, Evodia officinalis, Linderae radix, Maydis stigmata, Polygonatum odoratum , Orostachys japonicus, Solani nigri herba, Gentiana scabra BUNGE, Euphoria longana testa, Achyranthes japonica , Polygalae radix, Genkwa flos, Oenothera odorata , Clematis mandshurica, Ulmi radicis cortex, Brassica campestris, Cistanche deserticola stem, Gypsophila oldhamiana , Eumn-yang-qwak, Coicis semen, Ik-mo-cho, Alpinia oxyphylla , ginseng, In-jin, Angelica acutiloba , Securinega suffruticosa, Cnidium officinale, Aster , Lithospermum erythrorhizon, Paeonia, Adenophora triphylla, Ailanthus altissima , Grifola umbellata, Poria cocos red, Polygonum multiflorum Thunberg, red cabbage, Paeoniae Radix Rubra, Anthriscus sylvestris, Sorbus commixta cortex, Syzygium aromaticum, Gleditsiae fructus, Gleditsiae spina, Lophatherum gracile, Cistanche deserticola, Phyllostachys nigra sheath, Lycium chinensis , Hovenia dulcis , Anemarrhena asphodeloides, Kochiae fructus, Poncirus trifoliate , Sanguisorba officinalis, Rehmannia glutinosa, Aconitum pseudolaeve Nakai, Jin-O-ga-pi, Phyllanthus urinaria, Citrus unshiu , Plantaginis semen, Xanthium strumarium , Cnidii rhizoma, Gastrodia elata, Asparagus cochinchinensis, Zanthoxyli fructus, Semiaquilegia adoxoides, Opuntia humifusa, Dioscorea nipponica Makino, Saussurea involucrata, Trichosanthes kirilowii , Artemisia apiaceae Herba, Amomi tsao-ko fructus, Aconiti ciliare , Gardeniae fructus, Celosiae semen, Althaea rosea, Aquillaria agallocha, Taek-ran, Alisma canaliculatum, Ponciri fructus, Smilacis chinae radix, Cuscutae semen, Ligusticum rhizome, Tetrapanacis medulla, Morinda offcinalis How, Tiglii semen, Taraxaci Herba, Typhae , Calypso bulbosa, Polygonum multiflorum , Aeschynomene indica, Armeniacae semen, Helianthus annus , Cyperus rotundus, Elsholtzia ciliata, Cedrela sinensis , Typha orientalis , Scrophulariae radix, Geranium nepalense, Corydalis turtschaninovii, Schizonepeta tenuifolia, Sesamum indicum, Trigonella foenum-graecum, Cucurbita spp, Acanthopanax giraldii, red ginseng, Kombucha, Herba Trifolii pratensis, Carthamus tinctorius, floral envelop, Scutellaria baicalensis Georgi, Astragalus membranaceus, Coptis chinensis Franch, Polygonatum lasianthum radix, Lindera obtusiloba , Phellodendron amurense , Magnolia obovata, black Pharbitis semen, and Siegesbeckiae Herba.",Skin,Y,04.06.2014,05.11.2009,"A61K 36/185 ,A61P 17/00 "
62,10179008.7,EP000002266586A1,23-03-2005,"Compositions and method for alleviating inflammation and oxidative stress in a mammal
"," Lifeline Nutraceuticals Corporation

",Company,United States ,The designation of the inventor has not yet been filed,-,Reducing the undesirable side-effects of free radical,tablet; capsule; and caplet,"Bacopa monniera extract; milk thistle extract, ashwagandha powder, green tea extract, Gotu kola powder, Ginko biloba  extract; Aloe vera powder; turmeric extract;","Alleviating inflammation and oxidative stress in a mammal
",Y,-,29.12.2010,A61K 35/68
