,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
217,PCT/IB2002/005552,CA 2480330,20/12/2002,"COMPOSITION AND PROCESS FOR PREPARING HERBAL DISINFECTANTS AND
THEIR USE","COUNCIL OF SCIENTIFIC AND INDUSTRIAL
RESEARCH (DEPARTMENT OF BIOTECHNOLOGY)",RESEARCH ORGANIZATION,INDIA,"KHANUJA SUMAN PREET SINGH,
DAROKAR MAHENDRA PANDURANGA,
SANTHAKUMAR TIRUPADIRIPULIYUR
RANGANATHAN,
SHASANY AJIT KUMAR,
AGGRAWAL KRISHNA KUMAR,
AHMED ATIQUE,
CHATURVEDI PUSHPALATHA,
GUPTA VIVEK KUMAR,
KRISHNA ALOK,
SINGH ANIL KUMAR,
BAHL JANAK RAJ,
BANSAL RAVI PRAKASH,
KUMAR DINESH.",INDIA,CLEANING HUMAN SKIN,"HYDRO DISTILLATION USING CLEVENGER 
APPARATUS","MENTHA SPICATA VAR VIRDIS
","DISINFECTANT FOR HUMAN
SKIN",Y,2011-03-05 00:00:00,2003-09-10 00:00:00,
218,PCT/IB1998/002106,CA 2312936,1998-07-12 00:00:00,COMPOSITIONS AND METHOD FOR WEIGHT REDUCTION,NATURES REMEDIES LTD,COMPANY,UNITED KINGDOM,"HESSEL LASSE,
LUNDSGAARD JORGEN SCHERNING",DENMARK,"INHIBIT GASTRIC EMPTYING TIME AND
INCREASE METABOLIC RATE.","COMBINATION OF THE DRUGS TO REDUCE THE 
GASTRIC EMPTYING TIME","PAULLINIA CUPANA,
TURNERA DIFFUSA.
",WEIGHT LOSS,Y,29/6/2010,17/6/1999,
219,PCT/KR2006/000486,CA 2633503,2006-10-02 00:00:00,HAIR GROWTH STIMULANTS AND THE MANUFACTURING METHOD,NAM JONG HYUN,INDIVIDUAL,REPUBLIC OF KOREA,NAM JONG HYUN,REPUBLIC OF KOREA,"STIMULATE HAIR ROOTS BY INCREASING
THE BLOOD FLOW TO THE SCALP.","EXTRACTION OF HERBAL MATERIAL WITH HOT 
WATER, ORHANIC SOLVENT OR OIL","PRUNUS ARMENICA,
PUNIA GRANATUM,
LITHOSPERMUM,
PULSATILLA,
GLYCYRRHIZA GLABRA.
",HAIR GROWTH STIMULANT,N,2012-07-02 00:00:00,21/6/2007,
220,PCT/KR2002/000010,CA 2447712,2002-04-01 00:00:00,HERBAL DRUG COMPOSITION FOR CARTILAGE PROTECTION,SK CHEMICALS CO LTD,RESEARCH ORGANIZATION,REPUBLIC OF KOREA,"HAN CHANG-KYUN,
KWAK WIE-JONG,
JOUNG KI WON,
YOO HUN SEUNG,
KUM DO SEUNG,
CHO YONG-BAIK,
RYU KEUN HO,
RHEE HAE IN,
KIM TAEK SU,
JUNG IN HO,
LEE SO YOON,
YI JUNG BUM,
KIM JOO HYON,
UM KEY AN.",REPUBLIC OF KOREA,"ANALGESIC EFFECT,
BLOOD CIRCULATION ENHANCER,
ARTHRITIS THERAPEUTIC AGENT.",EXTRACTION AND PROCESSING,"CLEMATIS RADIX,
TRICHOSANTHIS RADIX,
PRUNELLAE SPICA.
","CARTILAGE PROTECTIVE, 
ANTI-INFLAMMATORY.
",Y,22/2/2011,28/11/2002,
221,PCT/EC2008/000007,CA 2700338,18/9/2008,"ANTI-AIDS,ANTI-TUMOR,IMMUNE SYSTEM STIMULATING HERBAL COMPOSITION
AND PRODUCTION METHOD.",PHARMABRAND S.A,RESEARCH  ORGANIZATION,ECUADOR,"CID VIVANCO ROBERTO FRANSCICO,
ANDRADE BEJARANO EDWIN EDMUNDO
RENATO,
SANDOVAL TORRES DIEGO PATRICIO",EUCADOR,IMMUNE SYSTEM SIMULATOR,SYNERGISTIC COMBINATION OF DRUGS,"KALANCHOE PINNATA,
SOLANUM DULCAMARA,
SOLANUM LYRATUM,
SOLANUM LACINIATUM,
BRYOPHILLUM DAIGREMONTIANA,
KALANCHOE FARINACEA.","IMMUNO BOOSTER, 
ANTI-INFLAMMATORY, 
ANTI-VIRAL.",Y,27/1/2015,26/3/2009,
222,PCT/IB2007/004483,CA 2659442,17/10/2007,CINNAMOMI AND PORIA COMPOSITION AND USES,JIANGSU KANION PHARMACEUTICALS CO LTD,RESEARCH ORGANIZATION,CHINA,"XIAO WEI,
DAI XIANG LING,
LING YA,
WANG ZHEN ZHONG,
BI YU AN,
WANG ZHENG KUAN",CHINA,TARGET TUMOR CELLS,CHROMATOGRAPHIC METHOD,"RAMULUS CINNAMOMI,
PORIA COCOS.",HYSTEROMYOMA,Y,22/12/2015,31/7/2008,
223,PCT/KR2007/006017,CA 2637349,27/11/2007,"FUNCTIONAL FOOD COMPOSITION FOR TREATING ALLERGY, NATURAL TEA USING
THE SAME AND THE MANUFACTURING METHOD.",NAM JONG HYUN,INDIVIDUAL,REPUBLIC OF KOREA,NAM JONG HYUN,REPUBLIC OF KOREA,TO ACHEIEVE ANTI-ALLERGIC EFFECTS,PURIFICATION AND EXTRACTION,"SAURURUS CHINENSIS,
PLANTAGO ASIATICA,
PONCIRUS TRIFOLIATA,
SCHISANDRA CHINENSIS.",ALLERGIC DISEASES,N,14/6/2011,2008-12-06 00:00:00,
224,PCT/US2006/042943,CA 2628289,2006-03-11 00:00:00,HERBAL COMPOSITION FOR WEIGHT MANAGEMENT,INQPHARM GROUP SON BHD,COMPANY,MALAYSIA,"SAMUEL PHILIP,
PESCATORE FRED.","INDIA,
UNITED STATES OF AMERICA.",FOR WEIGHT MANAGEMENT,COMBINATION AND EXTRACTION,"GARCINIA,
CAMELLIA SINENSIS,
LAGERSTROMEIA SPECIOSA.",WEIGHT REDUCTION,Y,2016-12-04 00:00:00,18/5/2007,
225,PCT/IB2006/053540,CA 2624049,28/9/2006,HERBAL COMPOSITION FOR INFLAMMATORY CONDITIONS,PIRAMAL ENTERPRISES LTD,RESEARCH ORGANIZATION,India,"CHAUHAN VIJAY,
SUTHAR ASHISH,
SAPRE DHANANJAY,
BAL-TEMBE SWATI,
GANGOPADHYAY ASHOK KUMAR,
KULKARNI-ALMEIDA ASHA,
PARIKH SAPNA HASIT.",India,"TNF ALPHA AND IL1, IL 6, IL 8 INHIBITORY
ACTIVITY OF THE COMPOSITION.","STANDARDIZED EXTRACTION WITH 
PHARMACEUTICALLY ACCEPTABLE CARRIERS",SPHAERANTHUS INDICUS,INFLAMMATORY DISEASES,Y,2016-12-01 00:00:00,2007-05-04 00:00:00,
226,PCT/US2006/034943,CA 2621978,2006-07-09 00:00:00,MEDICATED HERBAL SKIN CARE PREPARATION FOR PROMOTING WOUND HEALING,HERBAL INTERVENTION CORPORATION,COMPANY,United States of America,MULVANERTY NOREEN,United States of America,FOR WOUND HEALING,"EXTRACTION AND COMBINATION ALONG WITH
PHARMACEUTICALLY ACCEPTABLE CARRIERS 
","CALENDULA OFFICINALIS,
ACHILLEA MILLEFOLIUM,
MUSA X PARADISIACA,
ROSA.",WOUND HEALING,Y,15/12/2015,13/5/2007,
227,PCT/US2005/040605,CA 2583761,2005-09-11 00:00:00,HERBAL COMPOSITION PHY906 AND ITS USE IN CHEMOTHERAPY,YALE UNIVERSITY,RESEARCH ORGANIZATION,United States of America,"CHENG YUNG-CHI,
LIU SHWU-HUEY.",United States of America,"INCREASES THE THERAPEUTIC INDEX OF
CHEMOTHERAPY DRUGS.",SYNERGESTIC COMBINATION,"SCUTELLARIA,
GLYCYRRHIZA GLABRA,
ZIZIPHUS MAURITIANA
PAEONIA.",NEOPLASMS OF CANCER,Y,21/4/2015,18/5/2006,
228,PCT/EP2004/012608,CA 2546959,2004-08-11 00:00:00,"COMPOSITION OF HERBAL EXTRACTS FOR THE TREATMENT OF ATOPIC
DERMATITIS, SKIN ALLERGIC CONDITIONS AND ACNE.",INDENA S.P.A,RESEARCH ORGANIZATION,Italy,BOMBARDELLI  EZIO,Italy,"FOR ATOPIC DERMATITIS, SKIN ALLERGIC
CONDITION.","COMBINATION WITH PURE/ MIXTURE OF 
HERBAL EXTARCTS","GINKGO BILOBA,
HUMULUS LUPULUS,
HYPERICUM SP,
MIRTUS SP,
ZANTHOXYLUM BUNGEANUM,
ECHINACEA ANGUSTIFOLIA.","ATOPIC DERMATITIS,
SKIN ALLERGIES.",Y,15/7/2014,16/6/2005,
229,PCT/IN2003/000292,CA 2541971,29/8/2003,"HERBAL EXTRACTS OF SALICORNIA SPECIES, PROCESS OF PREPARATION, USE
THEM AGINST TUBERCULOSIS.","COUNCIL OF SCIENTIFICA AND INDUSTRIAL
RESEARCH.",RESEARCH ORGANIZATION,India,"RATHOD MEENA RAJNIKANT,
SHETHIA BHUPENDRA DHANVANTRAI,
PANDYA JAYANT BATUKRAI,
GHOSH PUSHPITO KUMAR,
DODIA PRAKASH JAGJIVANBHAI,
SRIVASTAVA BRAHM S,
SRIVASTAVA RANJANA,
SRIVASTAVA ANIL,
GUPTA C. M,
CHATURVEDI VINITA.",India,ANTI-TUBERCULAR PROPERTY,"EXTRACT OBTAINED FROM A WHOLE PLANT
WITHOUT A ROOT,A SPIKE, A HUSK, A SEED",SALICORNIA BRACHIATA,TUBERCULOSIS,Y,23/4/2013,2005-10-03 00:00:00,
230,PCT/US2004/022330,CA 2532332,13/7/2004,"DIETARY SUPPLEMENT FOR PROMOTING CONTROL OF BLOOD SUGAR LEVELS
AND ASSOCIATED PATHOLOGY IN TYPE 2 DIABETES.",SANTE INTERNATIONAL INC,COMPANY,United States of America,DJANG ARTHUR H.K,United States of America,FOR ANTI-DIABETIC EFFECTS,"EXTRACTING OF EACH HERB,DRYING AND
COMBINATION","GYMNOSTEMMA PENTAPHYLLUM,
CRATAEGUS PINNATIFIDIA,
CAMELLIA SINENSIS,
MOMORDICA CHARANTIA,
MORUS.",DIABETIC COMPLICATIONS,Y,2007-02-10 00:00:00,2005-03-02 00:00:00,
231,PCT/CN2002/000878,CA 2506762,2002-10-12 00:00:00,AN ORGANIC EXTRACT OF GEUM JAPONICUM THUMB VARIANT AND USE.,LEAD BILLION LIMITED,COMPANY,China,"LI MING,
SUNG JAO YIU,
LEUNG PING CHUNG,
DONG HUI,
CHAN KAI MING",China,"STIMULATORY EFFECTS ON ANGIOGENESIS
AND MYOGENESIS IN DAMAGED SKELETAL
MUSCLES","EXTRACTING WITH AN ALCOHOL SELECTED FROM 
THE GROUP ONSISTING OF C1-C4 ALCOHOLS",GEUM JAPONICUM THUNB VAR.,SKELETAL MUSCLE TRAUMA,Y,2011-08-11 00:00:00,24/6/2004,
232,PCT/US2001/049396,CA 2434050,18/12/2001,"HERBAL COMPOSITION FOR ANGINA PECTORIS, METHOD TO PREPARE THE SAME",TASLY PHARMACEUTICALGROUP CO LTD,RESEARCH ORGANIZATION,China,"YAN XIJUN,
WU NAIFENG,
GUO ZHIXIN,
YE ZHENGLIANG,
LIU YAN.",China,"ACTIVE COMPONENTS LIKE NOTOGINSENOSIDE R1
AND GINSENOSIDE RG1 FOR TREATING HEART
PROBEM.","EXTRACTING THE HERBS SEPARATELY IN HOT WATER
REFLUX AND FILTERING","RADIX SALVIAE MILTIORRHIZAE,
RADIX NOTOGINSENG.
","CHRONIC STABLE ANGINA
PECTORIS",Y,16/9/2014,2002-01-08 00:00:00,
233,PCT/US2010/046791,CA 2772308,2010-08-26 00:00:00,TOPICAL SKIN CARE FORMULATIONS COMPRISING PLANT EXTRACTS,MARY KAY INC.,company,USA,"FLORENCE, TIFFANY;GAN, DAVID;HINES, MICHELLE",USA,"topical skin composition;edible composition,injectible composition,oral composition",aqueous and non aqueous extraction,"Lonicera maackii, Polygonum hydropiper, Loropetalum chinensis, Trema ,angustifolia,glochidion",Skin Care,Y,2017-07-18 00:00:00,2011-03-10 00:00:00,
234,PCT/EP2008/001009, CA 2678001,2008-02-11 00:00:00,THERAPEUTIC APPLICATION OF KAZAL-TYPE SERINE PROTEASE INHIBITORS,CSL BEHRING GMBH,Company,Germany,"SCHULTE, STEFAN ;KRONTHALER, ULRICH;SCHMIDBAUER, STEFAN;WEIMER, THOMAS ;HOFMANN, KAY",Germany,use of said Kazal-type serine protease inhibitors, formation and/or stabilization of three-dimensional arterial or venous thrombi by interfering with proteins involved in activation of the so-called intrinsic coagulation pathway,Kazal-type serine protease inhibitor lnfestin ,"stroke or myocardial infarction, inflammation, complement activation, fibrinolysis, angiogenesis ",Y,2017-07-11 00:00:00,2008-08-21 00:00:00,
235,PCT/GB2007/000122,CA 2636634,2007-01-17 00:00:00,CANNABINOID-CONTAINING PLANT EXTRACTS AS NEUROPROTECTIVE AGENTS,GW PHARMA LIMITED,Company,UK,"GUY, GEOFFREY;PLATT, BETTINA ",UK and Germany,use of cannabinoid-containing plant extracts ,subcritical extraction with CO2,Cannabis sativa,treatment of neural degeneration,Y,2017-07-11 00:00:00,2007-07-26 00:00:00,
236,PCT/EP2009/000255,CA 2711964,2009-01-16 00:00:00,USE OF PLANT EXTRACTS COMPRISING ANTHOCYANOSIDES AND PROANTHOCYANIDINS FOR THE TREATMENT OF ELEVATED INTRAOCULAR PRESSURE,"INDENA S.P.A. ,HORPHAG RESEARCH IP (MIR) LTD",Company,"Italy, Cyprus","FERRARI, VICTOR;MALANDRINO, SALVATORE;BURKI, CAROLINA ;SCHOENLAU, FRANK",Switzerland;Italy;Germany,Extraction method from fruit,Treating or reducing high or abnormal intraocular pressure,"Mirtoselect ® (a Vaccinium myrtillus 
extract) and
Pycnogenol ® (a pine bark extract from a French maritime pine Pinus 
pinaster ",glaucoma,Y,2017-06-20 00:00:00,2009-07-23 00:00:00,
237,PCT/CA2010/000304,CA 2754064,2010-03-02 00:00:00,PLANT EXTRACT COMPOSITIONS FOR THE TREATMENT OF INFLUENZA AND INFLAMMATION,VIVA PHARMACEUTICAL INC. ,Company,Canada,"XIE, XUEJU;KO, JASON JIANG-CHUNG ",Canada,Extraction method ,"administering a patient a therapeutically effective 
amount of the composition.",Radix isatidis;Flos Lonicerae;Poria cocos,"influenza, inflammation, and immune 
system function",Y,2017-06-20 00:00:00,2010-09-10 00:00:00,
238,PCT/US2009/059673,CA 2739974,2009-10-06 00:00:00,SKIN TREATMENTS CONTAINING CARBOXYLIC ACID-SUBSTITUTED IDEBENONE DERIVATIVES AND METHODS OF PREPARATION AND USE THEREOF,"ELIZABETH ARDEN, INC.",Company,USA,"DIEDRICH, FALKO 
DINARDO, JOSEPH C.
NEUDECKER, BIRGIT ;WIELAND, EBERHARD",Germany;USA,Dermatological composition,dosage dependent,"_novel carboxylic acid-substituted idebenone 
derivatives",Skin treatment,Y,2017-06-13 00:00:00,2010-05-06 00:00:00,
239,PCT/GB2008/001825,CA 2688394,2008-05-29 00:00:00,EXTRACTS AND PHARMACEUTICALS FROM NEOBEGUEA MAHAFALENSIS FOR ELICITING SEXUAL ENHANCING EFFECTS,DICOTYLEDON AB ,Company,Sweden,"WIKBERG, JARL ERIK SYLVEST
RASOANAIVO, PHILIPPE 
BENOIT, RASOLONDRATOVO 
RAZAFIMAHEFA, ANDRIANTIARAY SOLOFONIAINA ",Madagascar;Sweden,extraction,_,Neobeguea spp. root tissue,sexual enhancing effect,Y,2017-01-03 00:00:00,2008-12-04 00:00:00,
240,PCT/EP2012/074010,CA 2856599,2012-11-29 00:00:00,COMPOSITION COMPRISING VICENIN-2 HAVING A BENEFICIAL EFFECT ON NEUROLOGICAL AND/OR COGNITIVE FUNCTION,"AMINO UP CHEMICAL CO., LTD. ",Company,Japan,"BUCHWALD-WERNER, SYBILLE ,BUCHWALD-WERNER, SYBILLE (Germany)
FUJII, HAJIME ",Japan;Germany,relates to an active ingredient and/or to a composition,"(1) preventing, (2) delaying onset, (3) controlling, treating","Anethum, PeriIla, Urtica, Passiflora, Camelia, Cayaponi","beneficial effect on neurological and 
cognitive functions.",Y,2017-05-30 00:00:00,2013-06-06 00:00:00,
241,PCT/CA2009/000379,CA 2757342,2009-04-01 00:00:00,"EXTRACTS FROM PLANTS OF THE TSUGA GENUS AND USES THEREOF IN THE TREATMENT OF INFLAMMATION, IRRITATION AND/OR INFECTION",LUCAS MEYER COSMETICS CANADA INC. ,Company,Canada,"CYR, BENOIT 
GENDRON, NATHALIE 
GUAY, JOHANE 
PAGE, BRIGITTE ",Canada,extraction," anti-inflammatory and anti~ micro-bial 
properties",PLANTS OF THE TSUGA GENUS," treatment of inflammation, irritation 
and/or infection",Y,2017-05-09 00:00:00,2009-10-08 00:00:00,
242,PCT/CN2011/072045,CA 2830616,2011-03-22 00:00:00,PHARMACEUTICAL COMPOSITION FOR TREATING HEPATIC DISEASE,INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE,Company,Taiwan,"CHANG, SHAU-FENG 
MA, CHUN-HSIEN 
YANG, KUO-YI 
LIN, SHYH-HORNG 
LIN, CHIEN-TUNG 
HUANG, KAI-WEN ",China,Formula based,_,_,"retarding liver 
cancer ",Y,2017-02-21 00:00:00,2012-09-27 00:00:00,
243,PCT/EP2009/001644, CA 2717806,2009-03-06 00:00:00,COMPOSITION AND USES FOR INFLUENCING HAIR GROWTH,LUCOLAS-M.D. LTD. ,Company,UK,"SCHMIDT, ALFRED ",Germany,combination of dfferent extracts,nhibitors and androgen receptor blockers,rape seed,Hair Growth,Y,2017-01-03 00:00:00,2009-09-11 00:00:00,
244,PCT/US2008/088529,CA 2711434,2008-12-30 00:00:00,EPOXY-GUAIANE DERIVATIVES AND TREATMENT OF CANCER,"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY, DEPARTMENT OF HEALTH AND HUMAN SERVICES ",Company,USA,"BEUTLER, JOHN A. 
RATNAYAKE, RANJALA 
COVELL, DAVID 
JOHNSON, TANYA R. ",USA,purifying and making a composition,_,Phyllanthus engleri,Cancer treatment particularly renal cancer,N,2017-01-24 00:00:00,2009-07-16 00:00:00,
